playerID,yearID,stint,teamID,league,position,gamesPlayed,putouts,assists,errors,doublePlays,filedingID
abercda01,1871,1,TRO,NA,SS,1,1,3,2,0,1
addybo01,1871,1,RC1,NA,2B,22,67,72,42,5,2
addybo01,1871,1,RC1,NA,SS,3,8,14,7,0,3
allisar01,1871,1,CL1,NA,2B,2,1,4,0,0,4
allisar01,1871,1,CL1,NA,OF,29,51,3,7,1,5
allisdo01,1871,1,WS3,NA,C,27,68,15,20,4,6
ansonca01,1871,1,RC1,NA,1B,1,7,0,0,0,7
ansonca01,1871,1,RC1,NA,2B,2,3,4,1,0,8
ansonca01,1871,1,RC1,NA,3B,20,38,52,28,2,9
ansonca01,1871,1,RC1,NA,C,5,10,0,8,0,10
ansonca01,1871,1,RC1,NA,OF,1,0,0,0,0,11
armstbo01,1871,1,FW1,NA,OF,12,29,2,7,0,12
barkeal01,1871,1,RC1,NA,OF,1,2,0,0,0,13
barnero01,1871,1,BS1,NA,2B,16,42,61,15,10,14
barnero01,1871,1,BS1,NA,SS,15,44,64,21,3,15
barrebi01,1871,1,FW1,NA,3B,1,1,0,0,0,16
barrebi01,1871,1,FW1,NA,C,1,8,0,0,0,17
barrofr01,1871,1,BS1,NA,2B,1,2,0,1,0,18
barrofr01,1871,1,BS1,NA,OF,17,28,1,6,0,19
bassjo01,1871,1,CL1,NA,C,1,4,0,1,0,20
bassjo01,1871,1,CL1,NA,SS,22,41,61,29,3,21
battijo01,1871,1,CL1,NA,OF,1,1,0,0,0,22
bealsto01,1871,1,WS3,NA,2B,2,9,7,0,1,23
bealsto01,1871,1,WS3,NA,OF,8,20,1,6,0,24
beaveed01,1871,1,TRO,NA,2B,3,8,10,4,2,25
bechtge01,1871,1,PH1,NA,3B,3,3,3,2,0,26
bechtge01,1871,1,PH1,NA,OF,15,21,2,5,1,27
bechtge01,1871,1,PH1,NA,P,3,1,7,0,0,28
bellast01,1871,1,TRO,NA,3B,28,48,49,39,4,29
bellast01,1871,1,TRO,NA,SS,1,1,4,0,0,30
berkena01,1871,1,PH1,NA,OF,1,3,0,0,0,31
berryto01,1871,1,PH1,NA,OF,1,0,0,1,0,32
berthha01,1871,1,WS3,NA,2B,5,16,10,7,1,33
berthha01,1871,1,WS3,NA,C,1,0,0,1,0,34
berthha01,1871,1,WS3,NA,OF,12,29,0,7,0,35
biermch01,1871,1,FW1,NA,1B,1,9,0,2,0,36
birdge01,1871,1,RC1,NA,OF,25,32,2,11,0,37
birdsda01,1871,1,BS1,NA,C,7,9,6,2,0,38
birdsda01,1871,1,BS1,NA,OF,27,27,3,9,1,39
brainas01,1871,1,WS3,NA,P,30,18,28,8,1,40
brannmi01,1871,1,CH1,NA,3B,3,3,2,5,0,41
burrohe01,1871,1,WS3,NA,2B,1,1,0,1,0,42
burrohe01,1871,1,WS3,NA,3B,5,10,11,9,0,43
burrohe01,1871,1,WS3,NA,OF,8,11,1,5,0,44
careyto01,1871,1,FW1,NA,2B,19,58,50,18,5,45
carleji01,1871,1,CL1,NA,1B,29,295,4,34,10,46
conefr01,1871,1,BS1,NA,OF,18,39,2,7,0,47
connone01,1871,1,TRO,NA,1B,4,35,1,5,1,48
connone01,1871,1,TRO,NA,OF,3,4,1,4,0,49
cravebi01,1871,1,TRO,NA,1B,2,18,1,1,1,50
cravebi01,1871,1,TRO,NA,2B,18,57,50,16,11,51
cravebi01,1871,1,TRO,NA,C,3,10,4,1,0,52
cravebi01,1871,1,TRO,NA,OF,1,0,0,0,0,53
cravebi01,1871,1,TRO,NA,SS,4,6,12,4,3,54
cuthbne01,1871,1,PH1,NA,C,1,2,1,1,0,55
cuthbne01,1871,1,PH1,NA,OF,27,78,3,10,0,56
deaneha01,1871,1,FW1,NA,OF,6,21,0,0,0,57
donnepe01,1871,1,FW1,NA,3B,2,1,1,8,0,58
donnepe01,1871,1,FW1,NA,OF,9,5,0,2,0,59
duffyed01,1871,1,CH1,NA,3B,1,0,0,1,0,60
duffyed01,1871,1,CH1,NA,SS,26,42,90,44,5,61
eggleda01,1871,1,NY2,NA,OF,33,88,3,9,1,62
ewellge01,1871,1,CL1,NA,OF,1,1,0,0,0,63
fergubo01,1871,1,NY2,NA,2B,11,29,22,13,4,64
fergubo01,1871,1,NY2,NA,3B,20,31,58,26,3,65
fergubo01,1871,1,NY2,NA,C,5,19,0,4,0,66
fergubo01,1871,1,NY2,NA,P,1,0,0,0,0,67
fishech01,1871,1,RC1,NA,1B,2,12,0,1,0,68
fishech01,1871,1,RC1,NA,2B,1,1,1,1,0,69
fishech01,1871,1,RC1,NA,P,24,22,54,6,3,70
fislewe01,1871,1,PH1,NA,1B,26,240,1,7,9,71
fislewe01,1871,1,PH1,NA,2B,2,6,2,2,0,72
fleetfr01,1871,1,NY2,NA,P,1,0,5,0,0,73
flowedi01,1871,1,TRO,NA,2B,1,1,4,2,0,74
flowedi01,1871,1,TRO,NA,P,1,0,0,0,0,75
flowedi01,1871,1,TRO,NA,SS,20,28,72,30,8,76
flynncl01,1871,1,TRO,NA,1B,19,183,8,9,12,77
flynncl01,1871,1,TRO,NA,2B,1,2,3,2,0,78
flynncl01,1871,1,TRO,NA,3B,1,2,4,2,0,79
flynncl01,1871,1,TRO,NA,OF,8,16,2,7,2,80
foleyto01,1871,1,CH1,NA,3B,1,2,1,1,0,81
foleyto01,1871,1,CH1,NA,C,4,13,1,8,0,82
foleyto01,1871,1,CH1,NA,OF,16,18,1,11,0,83
foranji01,1871,1,FW1,NA,1B,16,111,4,16,2,84
foranji01,1871,1,FW1,NA,OF,4,11,1,2,0,85
forceda01,1871,1,WS3,NA,3B,1,2,2,1,0,86
forceda01,1871,1,WS3,NA,SS,31,46,159,38,7,87
fulmech01,1871,1,RC1,NA,1B,1,9,0,0,0,88
fulmech01,1871,1,RC1,NA,SS,16,29,65,28,4,89
glennjo01,1871,1,WS3,NA,OF,26,34,3,6,2,90
goldswa01,1871,1,FW1,NA,3B,8,10,5,14,0,91
goldswa01,1871,1,FW1,NA,C,2,4,0,4,0,92
goldswa01,1871,1,FW1,NA,SS,14,27,29,17,1,93
gouldch01,1871,1,BS1,NA,1B,30,343,3,36,21,94
gouldch01,1871,1,BS1,NA,OF,1,2,0,1,0,95
hallge01,1871,1,WS3,NA,OF,32,92,3,9,0,96
halliji01,1871,1,FW1,NA,SS,5,8,11,21,0,97
hamra01,1871,1,RC1,NA,3B,7,5,6,13,0,98
hamra01,1871,1,RC1,NA,OF,19,29,5,13,1,99
hamra01,1871,1,RC1,NA,SS,2,2,8,4,1,100
hastisc01,1871,1,RC1,NA,1B,1,4,0,1,0,101
hastisc01,1871,1,RC1,NA,2B,2,4,5,1,0,102
hastisc01,1871,1,RC1,NA,C,23,77,18,16,3,103
hastisc01,1871,1,RC1,NA,OF,2,1,0,0,0,104
hatfijo01,1871,1,NY2,NA,2B,7,22,16,6,2,105
hatfijo01,1871,1,NY2,NA,3B,2,4,4,5,0,106
hatfijo01,1871,1,NY2,NA,OF,24,79,2,14,0,107
heubege01,1871,1,PH1,NA,1B,1,6,0,0,0,108
heubege01,1871,1,PH1,NA,OF,16,22,3,8,0,109
highadi01,1871,1,NY2,NA,2B,12,29,30,20,3,110
highadi01,1871,1,NY2,NA,C,1,6,0,2,0,111
highadi01,1871,1,NY2,NA,OF,8,14,0,4,0,112
hodesch01,1871,1,CH1,NA,3B,10,10,27,23,1,113
hodesch01,1871,1,CH1,NA,C,20,64,18,21,2,114
hodesch01,1871,1,CH1,NA,OF,4,2,0,0,0,115
hodesch01,1871,1,CH1,NA,SS,1,1,1,0,0,116
jackssa01,1871,1,BS1,NA,2B,14,38,43,18,1,117
jackssa01,1871,1,BS1,NA,OF,1,0,0,0,0,118
jackssa01,1871,1,BS1,NA,SS,1,0,0,1,0,119
johnsca01,1871,1,CL1,NA,2B,10,30,23,19,3,120
johnsca01,1871,1,CL1,NA,OF,6,5,0,3,0,121
kellybi01,1871,1,FW1,NA,OF,18,34,1,7,1,122
kimbage01,1871,1,CL1,NA,2B,17,49,35,29,3,123
kimbage01,1871,1,CL1,NA,3B,2,1,2,2,0,124
kimbage01,1871,1,CL1,NA,OF,9,13,1,5,1,125
kimbage01,1871,1,CL1,NA,SS,6,8,17,8,0,126
kingma01,1871,1,CH1,NA,3B,1,1,1,0,0,127
kingma01,1871,1,CH1,NA,C,9,22,5,8,0,128
kingma01,1871,1,CH1,NA,OF,11,11,0,3,0,129
kingma01,1871,1,CH1,NA,SS,3,1,15,6,0,130
kingst01,1871,1,TRO,NA,OF,29,69,6,15,0,131
kohlehe01,1871,1,FW1,NA,1B,2,17,0,1,0,132
kohlehe01,1871,1,FW1,NA,3B,1,4,0,1,0,133
kohlehe01,1871,1,FW1,NA,C,2,0,0,0,0,134
lennobi01,1871,1,FW1,NA,C,12,43,4,6,0,135
lennobi01,1871,1,FW1,NA,OF,1,0,0,1,0,136
lennobi01,1871,1,FW1,NA,SS,2,1,4,7,1,137
leonaan01,1871,1,WS3,NA,2B,19,51,50,16,6,138
leonaan01,1871,1,WS3,NA,OF,11,16,3,9,0,139
leonaan01,1871,1,WS3,NA,SS,1,2,3,2,0,140
mackde01,1871,1,RC1,NA,1B,24,271,6,19,11,141
mackde01,1871,1,RC1,NA,OF,1,1,0,0,0,142
mackde01,1871,1,RC1,NA,P,3,1,2,0,0,143
mackde01,1871,1,RC1,NA,SS,1,1,2,1,0,144
malonfe01,1871,1,PH1,NA,C,27,122,32,26,2,145
mathebo01,1871,1,FW1,NA,P,19,19,23,8,2,146
mcatebu01,1871,1,CH1,NA,1B,26,276,5,17,14,147
mcbridi01,1871,1,PH1,NA,P,25,20,33,7,2,148
mcderjo01,1871,1,FW1,NA,OF,2,0,1,1,0,149
mcgeami01,1871,1,TRO,NA,C,26,82,22,12,2,150
mcgeami01,1871,1,TRO,NA,SS,3,9,9,4,0,151
mcmuljo01,1871,1,TRO,NA,P,29,11,43,8,1,152
mcmuljo01,1871,1,TRO,NA,SS,1,0,1,0,1,153
mcveyca01,1871,1,BS1,NA,3B,1,0,0,0,0,154
mcveyca01,1871,1,BS1,NA,C,29,105,12,17,1,155
mcveyca01,1871,1,BS1,NA,OF,5,2,0,1,0,156
meyerle01,1871,1,PH1,NA,3B,26,43,39,45,1,157
meyerle01,1871,1,PH1,NA,P,1,0,1,0,0,158
millsch01,1871,1,NY2,NA,3B,1,1,0,0,0,159
millsch01,1871,1,NY2,NA,C,29,110,19,20,1,160
millsch01,1871,1,NY2,NA,OF,4,1,0,0,0,161
millsev01,1871,1,WS3,NA,1B,32,343,5,12,16,162
minched01,1871,1,FW1,NA,OF,9,23,0,4,0,163
nortofr01,1871,1,WS3,NA,3B,1,0,0,1,0,164
nortofr01,1871,1,WS3,NA,OF,1,0,0,0,0,165
paborch01,1871,1,CL1,NA,OF,28,31,3,10,0,166
paborch01,1871,1,CL1,NA,P,7,2,7,2,0,167
patteda01,1871,1,NY2,NA,2B,2,1,5,0,1,168
patteda01,1871,1,NY2,NA,OF,31,40,2,9,0,169
pearcdi01,1871,1,NY2,NA,SS,33,27,115,37,8,170
phelpne01,1871,1,FW1,NA,1B,1,8,0,1,1,171
pikeli01,1871,1,TRO,NA,1B,4,44,0,5,3,172
pikeli01,1871,1,TRO,NA,2B,7,24,16,9,2,173
pikeli01,1871,1,TRO,NA,OF,18,31,3,6,0,174
pinkhed01,1871,1,CH1,NA,3B,18,30,56,28,1,175
pinkhed01,1871,1,CH1,NA,OF,8,13,1,3,0,176
pinkhed01,1871,1,CH1,NA,P,3,0,2,1,0,177
prattal01,1871,1,CL1,NA,OF,7,3,0,1,0,178
prattal01,1871,1,CL1,NA,P,28,22,44,9,3,179
prattto01,1871,1,PH1,NA,1B,1,11,0,3,0,180
questjo01,1871,1,CL1,NA,2B,2,2,6,6,0,181
questjo01,1871,1,CL1,NA,SS,1,1,0,1,0,182
quinnpa02,1871,1,FW1,NA,C,5,21,6,1,0,183
radcljo01,1871,1,PH1,NA,SS,28,40,116,38,5,184
reachal01,1871,1,PH1,NA,2B,26,83,68,28,10,185
sagerpo01,1871,1,RC1,NA,OF,4,4,0,2,0,186
sagerpo01,1871,1,RC1,NA,SS,4,5,13,10,0,187
schafha01,1871,1,BS1,NA,3B,31,49,79,59,7,188
selmafr01,1871,1,FW1,NA,3B,14,24,8,13,2,189
selmafr01,1871,1,FW1,NA,C,5,9,2,0,0,190
selmafr01,1871,1,FW1,NA,SS,2,1,6,1,1,191
senseco01,1871,1,PH1,NA,OF,25,46,2,11,1,192
simmojo01,1871,1,CH1,NA,1B,2,18,0,2,0,193
simmojo01,1871,1,CH1,NA,OF,25,41,1,5,0,194
smithch01,1871,1,NY2,NA,2B,3,6,5,4,2,195
smithch01,1871,1,NY2,NA,3B,12,27,26,24,1,196
spaldal01,1871,1,BS1,NA,OF,9,3,0,0,0,197
spaldal01,1871,1,BS1,NA,P,31,11,48,17,2,198
startjo01,1871,1,NY2,NA,1B,33,334,2,29,11,199
stearbi01,1871,1,WS3,NA,P,2,0,5,1,0,200
stirega01,1871,1,RC1,NA,OF,25,33,3,7,0,201
suttoez01,1871,1,CL1,NA,3B,29,40,53,24,3,202
suttoez01,1871,1,CL1,NA,C,1,0,0,1,0,203
suttoez01,1871,1,CL1,NA,OF,2,1,0,0,0,204
sweasch01,1871,1,WS3,NA,2B,5,13,13,7,0,205
treacfr01,1871,1,CH1,NA,OF,25,71,7,7,1,206
waterfr01,1871,1,WS3,NA,3B,28,47,67,50,6,207
waterfr01,1871,1,WS3,NA,C,6,17,5,2,0,208
whitede01,1871,1,CL1,NA,2B,1,2,0,0,0,209
whitede01,1871,1,CL1,NA,3B,1,0,1,0,0,210
whitede01,1871,1,CL1,NA,C,29,136,20,34,3,211
whitede01,1871,1,CL1,NA,OF,1,0,0,0,0,212
whitede01,1871,1,CL1,NA,SS,2,0,3,2,0,213
whiteel01,1871,1,CL1,NA,C,3,5,3,2,0,214
whiteel01,1871,1,CL1,NA,OF,15,17,1,5,0,215
whitewa01,1871,1,WS3,NA,2B,1,1,1,0,0,216
woltery01,1871,1,NY2,NA,3B,1,0,2,1,0,217
woltery01,1871,1,NY2,NA,P,32,11,40,8,1,218
woodji01,1871,1,CH1,NA,2B,28,105,83,24,11,219
wrighge01,1871,1,BS1,NA,1B,1,9,1,0,1,220
wrighge01,1871,1,BS1,NA,SS,15,32,61,21,8,221
wrighha01,1871,1,BS1,NA,OF,30,42,5,8,1,222
wrighha01,1871,1,BS1,NA,P,9,1,5,1,0,223
wrighha01,1871,1,BS1,NA,SS,1,0,3,2,0,224
yorkto01,1871,1,TRO,NA,OF,29,60,5,11,2,225
zettlge01,1871,1,CH1,NA,OF,3,1,0,1,0,226
zettlge01,1871,1,CH1,NA,P,28,8,41,10,2,227
allenha01,1872,1,MID,NA,OF,9,10,5,5,1,228
allenha01,1872,1,MID,NA,SS,8,6,31,8,0,229
allisan01,1872,1,BR1,NA,1B,22,229,2,22,5,230
allisan01,1872,1,BR1,NA,OF,1,0,0,2,0,231
allisar01,1872,1,CL1,NA,OF,19,39,2,10,1,232
allisbi01,1872,1,BR1,NA,1B,2,24,0,2,0,233
allisbi01,1872,1,BR1,NA,2B,1,1,4,2,0,234
allisbi01,1872,1,BR1,NA,OF,2,2,0,3,0,235
allisdo01,1872,1,TRO,NA,C,22,107,23,15,2,236
allisdo01,1872,2,BR1,NA,C,18,64,8,14,0,237
allisdo01,1872,1,TRO,NA,SS,1,1,2,0,0,238
ansonca01,1872,1,PH1,NA,3B,46,89,84,57,5,239
arnolbi01,1872,1,MID,NA,OF,2,1,0,0,0,240
barloto01,1872,1,BR2,NA,3B,1,0,0,0,0,241
barloto01,1872,1,BR2,NA,C,36,92,48,44,1,242
barloto01,1872,1,BR2,NA,SS,4,1,4,1,0,243
barnero01,1872,1,BS1,NA,2B,45,138,162,33,30,244
barre01,1872,1,BR2,NA,OF,8,21,0,5,0,245
barrebi01,1872,1,WS3,NA,C,1,2,0,3,0,246
bassjo01,1872,1,BR2,NA,OF,2,2,0,2,0,247
bealsto01,1872,1,WS3,NA,2B,5,11,18,5,2,248
bealsto01,1872,1,WS3,NA,OF,2,0,0,2,0,249
bealsto01,1872,1,WS3,NA,SS,2,3,8,4,0,250
beaveed01,1872,1,BR2,NA,2B,10,17,24,19,2,251
beaveed01,1872,1,BR2,NA,OF,1,0,0,1,0,252
beaveed01,1872,1,BR2,NA,SS,1,1,2,2,0,253
bechtge01,1872,1,NY2,NA,1B,1,6,0,3,0,254
bechtge01,1872,1,NY2,NA,OF,50,75,4,17,1,255
bellast01,1872,1,TRO,NA,3B,8,14,15,11,1,256
bellast01,1872,1,TRO,NA,OF,6,10,2,3,0,257
bellast01,1872,1,TRO,NA,SS,9,12,21,16,0,258
bentlcy01,1872,1,MID,NA,OF,7,12,1,1,1,259
bentlcy01,1872,1,MID,NA,P,18,8,42,9,2,260
besti01,1872,1,BR1,NA,C,4,14,3,5,0,261
bielaos01,1872,1,WS4,NA,OF,10,14,0,5,0,262
birdsda01,1872,1,BS1,NA,C,12,44,13,11,0,263
birdsda01,1872,1,BS1,NA,OF,8,5,0,1,0,264
boothed01,1872,1,MID,NA,2B,20,63,60,38,4,265
boothed01,1872,2,BR2,NA,2B,1,2,5,1,1,266
boothed01,1872,1,MID,NA,OF,4,5,1,0,0,267
boothed01,1872,2,BR2,NA,OF,14,16,3,5,0,268
boydbi01,1872,1,NY2,NA,3B,34,53,63,43,2,269
boydbi01,1872,1,NY2,NA,OF,1,2,0,0,0,270
brainas01,1872,2,MID,NA,2B,4,7,8,7,0,271
brainas01,1872,2,MID,NA,OF,1,0,0,0,0,272
brainas01,1872,1,WS3,NA,P,9,1,9,6,0,273
brainas01,1872,2,MID,NA,P,2,0,2,0,0,274
brittji01,1872,1,BR2,NA,P,37,13,53,17,1,275
brownol01,1872,1,BR2,NA,OF,4,8,0,1,0,276
burdoja01,1872,1,BR2,NA,2B,2,3,3,0,0,277
burdoja01,1872,1,BR2,NA,C,4,3,4,2,0,278
burdoja01,1872,1,BR2,NA,SS,36,49,114,58,2,279
burrohe01,1872,1,WS3,NA,OF,2,4,1,3,0,280
buttefr01,1872,1,MID,NA,3B,5,8,17,8,0,281
buttefr01,1872,1,MID,NA,OF,8,3,0,2,0,282
buttefr01,1872,1,MID,NA,P,7,1,3,1,0,283
careyto01,1872,1,BL1,NA,1B,1,5,0,1,0,284
careyto01,1872,1,BL1,NA,2B,29,79,44,28,3,285
careyto01,1872,1,BL1,NA,3B,3,4,2,4,0,286
careyto01,1872,1,BL1,NA,OF,3,4,0,3,0,287
careyto01,1872,1,BL1,NA,SS,9,11,19,12,0,288
carleji01,1872,1,CL1,NA,1B,7,61,4,3,4,289
clappjo01,1872,1,MID,NA,C,19,64,28,15,1,290
clappjo01,1872,1,MID,NA,OF,1,1,0,0,0,291
clappjo01,1872,1,MID,NA,SS,2,0,5,1,2,292
clarede01,1872,1,BR2,NA,2B,2,0,6,1,0,293
clarede01,1872,1,BR2,NA,SS,1,1,0,4,0,294
clintji01,1872,1,BR1,NA,2B,3,9,4,6,0,295
clintji01,1872,1,BR1,NA,3B,10,16,24,17,0,296
clintji01,1872,1,BR1,NA,C,2,3,0,2,0,297
clintji01,1872,1,BR1,NA,OF,11,18,1,5,0,298
clintji01,1872,1,BR1,NA,SS,2,2,6,5,0,299
coughde01,1872,1,WS4,NA,1B,1,2,0,1,0,300
coughde01,1872,1,WS4,NA,2B,1,0,4,2,0,301
coughde01,1872,1,WS4,NA,OF,5,15,1,1,1,302
coughde01,1872,1,WS4,NA,SS,1,2,3,3,0,303
cravebi01,1872,1,BL1,NA,2B,2,5,8,4,0,304
cravebi01,1872,1,BL1,NA,3B,2,2,2,5,0,305
cravebi01,1872,1,BL1,NA,C,27,166,26,28,4,306
cravebi01,1872,1,BL1,NA,OF,4,0,0,1,0,307
cummica01,1872,1,NY2,NA,OF,2,0,0,2,0,308
cummica01,1872,1,NY2,NA,P,55,20,61,9,3,309
cuthbne01,1872,1,PH1,NA,OF,47,95,2,16,0,310
dehlmhe01,1872,1,BR2,NA,1B,37,459,4,36,9,311
doschhe01,1872,1,BR2,NA,OF,6,9,1,3,0,312
doylejo01,1872,1,WS4,NA,2B,1,2,0,3,0,313
doylejo01,1872,1,WS4,NA,SS,8,14,22,18,0,314
eggleda01,1872,1,NY2,NA,OF,56,154,12,14,2,315
fergubo01,1872,1,BR2,NA,3B,37,84,178,62,7,316
fergubo01,1872,1,BR2,NA,C,1,0,0,0,0,317
fieldge01,1872,1,MID,NA,3B,12,17,10,21,0,318
fieldge01,1872,1,MID,NA,OF,5,3,0,0,0,319
fieldge01,1872,1,MID,NA,SS,1,1,2,1,0,320
fishech01,1872,1,BL1,NA,3B,18,45,29,33,2,321
fishech01,1872,1,BL1,NA,OF,19,14,1,4,1,322
fishech01,1872,1,BL1,NA,P,19,14,21,11,1,323
fislewe01,1872,1,PH1,NA,2B,47,117,140,32,13,324
fleetfr01,1872,1,BR1,NA,2B,2,6,8,3,0,325
fleetfr01,1872,1,BR1,NA,3B,10,26,31,18,1,326
fleetfr01,1872,1,BR1,NA,OF,2,1,0,0,0,327
fletcge01,1872,1,BR1,NA,OF,2,2,0,2,0,328
flowedi01,1872,1,PH1,NA,SS,3,1,8,5,0,329
flynncl01,1872,1,WS3,NA,1B,9,107,1,12,5,330
forceda01,1872,1,TRO,NA,3B,16,32,42,11,4,331
forceda01,1872,2,BL1,NA,3B,19,43,45,16,0,332
forceda01,1872,1,TRO,NA,SS,9,15,28,10,2,333
fulmech01,1872,1,NY2,NA,3B,22,39,43,27,2,334
fulmech01,1872,1,NY2,NA,SS,14,24,53,17,5,335
galvijo01,1872,1,BR2,NA,2B,1,1,0,4,0,336
gedneco01,1872,1,TRO,NA,OF,9,14,0,1,0,337
gedneco01,1872,2,BR1,NA,OF,18,51,0,5,0,338
glennjo01,1872,1,WS3,NA,OF,9,29,3,8,2,339
glennjo01,1872,2,WS4,NA,OF,1,2,0,1,0,340
goldswa01,1872,1,WS3,NA,2B,4,14,14,12,4,341
goldswa01,1872,1,WS3,NA,SS,5,6,13,9,1,342
gouldch01,1872,1,BS1,NA,1B,44,513,6,37,32,343
gouldch01,1872,1,BS1,NA,OF,2,3,0,0,0,344
hallge01,1872,1,BL1,NA,1B,1,4,0,0,1,345
hallge01,1872,1,BL1,NA,OF,52,88,4,18,2,346
hallji01,1872,1,BR2,NA,2B,13,35,34,23,5,347
hastisc01,1872,1,CL1,NA,2B,6,9,8,10,1,348
hastisc01,1872,2,BL1,NA,2B,2,7,3,4,1,349
hastisc01,1872,1,CL1,NA,C,12,56,3,15,2,350
hastisc01,1872,2,BL1,NA,C,12,58,14,8,1,351
hastisc01,1872,1,CL1,NA,OF,8,15,1,2,0,352
hastisc01,1872,2,BL1,NA,OF,1,0,0,0,0,353
hatfijo01,1872,1,NY2,NA,2B,56,160,162,58,25,354
heubege01,1872,1,WS3,NA,OF,5,8,0,2,0,355
hicksna01,1872,1,NY2,NA,C,54,294,34,47,3,356
hicksna01,1872,1,NY2,NA,OF,3,1,0,2,0,357
higby01,1872,1,BR2,NA,OF,1,2,0,1,0,358
highadi01,1872,1,BL1,NA,1B,1,9,0,3,0,359
highadi01,1872,1,BL1,NA,2B,5,10,6,7,0,360
highadi01,1872,1,BL1,NA,3B,2,2,2,6,0,361
highadi01,1872,1,BL1,NA,C,25,131,24,28,0,362
highadi01,1872,1,BL1,NA,OF,24,29,1,11,0,363
hinespa01,1872,1,WS4,NA,1B,9,74,1,12,0,364
hinespa01,1872,1,WS4,NA,3B,2,2,2,3,0,365
hinespa01,1872,1,WS4,NA,C,1,2,1,1,0,366
hodesch01,1872,1,TRO,NA,3B,1,3,1,1,0,367
hodesch01,1872,1,TRO,NA,C,3,9,6,3,0,368
hodesch01,1872,1,TRO,NA,OF,4,5,1,2,0,369
hodesch01,1872,1,TRO,NA,SS,5,2,20,7,0,370
holdsji01,1872,1,CL1,NA,SS,22,58,59,36,10,371
holdsji01,1872,2,BR1,NA,SS,2,5,9,1,0,372
holliho01,1872,1,WS4,NA,2B,9,31,18,14,2,373
huntdi01,1872,1,BR1,NA,2B,3,8,5,12,0,374
huntdi01,1872,1,BR1,NA,OF,8,5,2,4,0,375
hurledi01,1872,1,WS3,NA,OF,2,2,0,1,0,376
jackssa01,1872,1,BR2,NA,2B,1,0,0,1,0,377
jackssa01,1872,1,BR2,NA,3B,1,0,1,3,0,378
jackssa01,1872,1,BR2,NA,OF,3,5,1,3,0,379
jewetna01,1872,1,BR1,NA,C,2,6,1,3,0,380
kavan01,1872,1,BR1,NA,1B,4,35,0,3,0,381
kavan01,1872,1,BR1,NA,OF,2,1,0,1,0,382
kennejo01,1872,1,BR2,NA,2B,3,5,4,4,1,383
kennejo01,1872,1,BR2,NA,OF,3,4,0,4,0,384
kingma01,1872,1,TRO,NA,OF,3,6,0,1,0,385
kingst01,1872,1,TRO,NA,OF,25,54,5,17,1,386
lennobi01,1872,1,WS4,NA,1B,1,7,0,1,0,387
lennobi01,1872,1,WS4,NA,C,11,33,6,12,0,388
leonaan01,1872,1,BS1,NA,2B,4,8,12,1,2,389
leonaan01,1872,1,BS1,NA,3B,6,9,8,6,0,390
leonaan01,1872,1,BS1,NA,OF,38,41,7,10,0,391
leonaan01,1872,1,BS1,NA,SS,1,0,0,0,0,392
leutz01,1872,1,BR1,NA,C,4,11,0,4,0,393
lowech01,1872,1,BR2,NA,2B,7,22,19,9,1,394
mackde01,1872,1,PH1,NA,1B,26,280,11,16,8,395
mackde01,1872,1,PH1,NA,SS,21,22,56,25,0,396
malonfe01,1872,1,PH1,NA,1B,17,162,3,16,4,397
malonfe01,1872,1,PH1,NA,C,24,101,28,17,3,398
malonma01,1872,1,BR1,NA,OF,2,1,0,1,0,399
malonma01,1872,1,BR1,NA,P,3,1,3,4,0,400
martial01,1872,1,BR1,NA,2B,4,7,7,8,1,401
martiph01,1872,1,TRO,NA,OF,25,32,0,9,0,402
martiph01,1872,2,BR1,NA,OF,9,11,2,4,0,403
martiph01,1872,1,TRO,NA,P,8,2,3,2,0,404
martiph01,1872,2,BR1,NA,P,10,13,16,7,0,405
mathebo01,1872,1,BL1,NA,3B,3,1,3,6,0,406
mathebo01,1872,1,BL1,NA,OF,8,1,0,0,0,407
mathebo01,1872,1,BL1,NA,P,49,20,51,20,2,408
mcatebu01,1872,1,TRO,NA,1B,25,253,2,14,6,409
mcbridi01,1872,1,PH1,NA,P,47,34,83,24,3,410
mccarfr01,1872,1,MID,NA,OF,19,33,1,9,0,411
mcderjo01,1872,1,BR1,NA,P,7,1,8,5,0,412
mcdonja01,1872,1,BR2,NA,OF,15,18,0,7,0,413
mcdonja01,1872,2,BR1,NA,SS,1,0,2,4,0,414
mcgeami01,1872,1,PH1,NA,C,23,109,15,19,3,415
mcgeami01,1872,1,PH1,NA,OF,1,2,1,0,0,416
mcgeami01,1872,1,PH1,NA,SS,23,24,94,30,1,417
mcmuljo01,1872,1,NY2,NA,OF,53,146,3,22,0,418
mcmuljo01,1872,1,NY2,NA,P,3,1,4,0,0,419
mcveyca01,1872,1,BS1,NA,3B,1,0,2,0,0,420
mcveyca01,1872,1,BS1,NA,C,40,149,30,27,2,421
mcveyca01,1872,1,BS1,NA,OF,11,8,0,1,0,422
meyerle01,1872,1,PH1,NA,3B,1,3,2,0,1,423
meyerle01,1872,1,PH1,NA,OF,26,46,5,15,0,424
millejo01,1872,1,WS4,NA,1B,1,12,0,1,0,425
millsch01,1872,1,NY2,NA,C,3,9,2,4,1,426
millsch01,1872,1,NY2,NA,OF,4,6,0,3,0,427
millsev01,1872,1,BL1,NA,1B,55,464,6,35,17,428
minched01,1872,1,WS4,NA,OF,11,40,1,8,0,429
